Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Regulation of lipolysis in adipocytes	1/55	1.909461e-02	4.776408e-02	0	0	6.154012e+01	2.435973e+02	PRKACB
KEGG_2021_Human	Hedgehog signaling pathway	1/56	1.943887e-02	4.776408e-02	0	0	6.041818e+01	2.380767e+02	PRKACB
KEGG_2021_Human	Cortisol synthesis and secretion	1/65	2.253257e-02	5.382781e-02	0	0	5.189844e+01	1.968401e+02	PRKACB
KEGG_2021_Human	Thyroid hormone synthesis	1/75	2.596020e-02	5.800016e-02	0	0	4.486261e+01	1.638019e+02	PRKACB
KEGG_2021_Human	Glioma	1/75	2.596020e-02	5.800016e-02	0	0	4.486261e+01	1.638019e+02	CALM1
KEGG_2021_Human	Pertussis	1/76	2.630240e-02	5.800016e-02	0	0	4.426222e+01	1.610302e+02	CALM1
KEGG_2021_Human	Insulin secretion	1/86	2.971870e-02	5.874733e-02	0	0	3.903529e+01	1.372473e+02	PRKACB
KEGG_2021_Human	Taste transduction	1/86	2.971870e-02	5.874733e-02	0	0	3.903529e+01	1.372473e+02	PRKACB
KEGG_2021_Human	ECM-receptor interaction	1/88	3.040072e-02	5.874733e-02	0	0	3.813410e+01	1.332134e+02	SV2C
KEGG_2021_Human	Gap junction	1/88	3.040072e-02	5.874733e-02	0	0	3.813410e+01	1.332134e+02	PRKACB
KEGG_2021_Human	GABAergic synapse	1/89	3.074158e-02	5.874733e-02	0	0	3.769886e+01	1.312727e+02	PRKACB
KEGG_2021_Human	Bile secretion	1/90	3.108234e-02	5.874733e-02	0	0	3.727341e+01	1.293803e+02	PRKACB
KEGG_2021_Human	Morphine addiction	1/91	3.142299e-02	5.874733e-02	0	0	3.685741e+01	1.275346e+02	PRKACB
KEGG_2021_Human	Dilated cardiomyopathy	1/96	3.312471e-02	5.925965e-02	0	0	3.490877e+01	1.189508e+02	PRKACB
KEGG_2021_Human	Phosphatidylinositol signaling system	1/97	3.346475e-02	5.925965e-02	0	0	3.454340e+01	1.173530e+02	CALM1
KEGG_2021_Human	Progesterone-mediated oocyte maturation	1/100	3.448425e-02	5.925965e-02	0	0	3.349158e+01	1.127746e+02	PRKACB
KEGG_2021_Human	Amoebiasis	1/102	3.516340e-02	5.925965e-02	0	0	3.282508e+01	1.098902e+02	PRKACB
KEGG_2021_Human	Longevity regulating pathway	1/102	3.516340e-02	5.925965e-02	0	0	3.282508e+01	1.098902e+02	PRKACB
KEGG_2021_Human	C-type lectin receptor signaling pathway	1/104	3.584215e-02	5.925965e-02	0	0	3.218447e+01	1.071302e+02	CALM1
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	1/106	3.652048e-02	5.925965e-02	0	0	3.156825e+01	1.044872e+02	PRKACB
KEGG_2021_Human	Serotonergic synapse	1/113	3.889143e-02	6.024565e-02	0	0	2.958482e+01	9.606136e+01	PRKACB
KEGG_2021_Human	Cholinergic synapse	1/113	3.889143e-02	6.024565e-02	0	0	2.958482e+01	9.606136e+01	PRKACB
KEGG_2021_Human	Glutamatergic synapse	1/114	3.922973e-02	6.024565e-02	0	0	2.932153e+01	9.495252e+01	PRKACB
KEGG_2021_Human	Neurotrophin signaling pathway	1/119	4.091969e-02	6.062994e-02	0	0	2.807203e+01	8.972226e+01	CALM1
KEGG_2021_Human	Growth hormone synthesis, secretion and action	1/119	4.091969e-02	6.062994e-02	0	0	2.807203e+01	8.972226e+01	PRKACB
KEGG_2021_Human	Thyroid hormone signaling pathway	1/121	4.159496e-02	6.062994e-02	0	0	2.760139e+01	8.776624e+01	PRKACB
KEGG_2021_Human	Platelet activation	1/124	4.260710e-02	6.107018e-02	0	0	2.692412e+01	8.496537e+01	PRKACB
KEGG_2021_Human	Relaxin signaling pathway	1/129	4.429197e-02	6.244442e-02	0	0	2.586589e+01	8.062272e+01	PRKACB
KEGG_2021_Human	Autophagy	1/137	4.698247e-02	6.505161e-02	0	0	2.433456e+01	7.441461e+01	PRKACB
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	4.765408e-02	6.505161e-02	0	0	2.397947e+01	7.298839e+01	CALM1
KEGG_2021_Human	Retrograde endocannabinoid signaling	1/148	5.067131e-02	6.808958e-02	0	0	2.250113e+01	6.710728e+01	PRKACB
KEGG_2021_Human	Cushing syndrome	1/155	5.301238e-02	6.951199e-02	0	0	2.147078e+01	6.306461e+01	PRKACB
KEGG_2021_Human	Cellular senescence	1/156	5.334641e-02	6.951199e-02	0	0	2.133118e+01	6.252060e+01	CALM1
KEGG_2021_Human	Wnt signaling pathway	1/166	5.668120e-02	7.189060e-02	0	0	2.002828e+01	5.748744e+01	PRKACB
KEGG_2021_Human	cGMP-PKG signaling pathway	1/167	5.701412e-02	7.189060e-02	0	0	1.990663e+01	5.702166e+01	CALM1
KEGG_2021_Human	Tight junction	1/169	5.767967e-02	7.189060e-02	0	0	1.966766e+01	5.610889e+01	PRKACB
KEGG_2021_Human	Tuberculosis	1/180	6.133298e-02	7.535195e-02	0	0	1.844879e+01	5.149864e+01	CALM1
KEGG_2021_Human	Chemokine signaling pathway	1/192	6.530456e-02	7.839721e-02	0	0	1.727923e+01	4.714973e+01	PRKACB
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	1/193	6.563487e-02	7.839721e-02	0	0	1.718837e+01	4.681507e+01	CALM1
KEGG_2021_Human	Viral carcinogenesis	1/203	6.893251e-02	8.087584e-02	0	0	1.632921e+01	4.367455e+01	PRKACB
KEGG_2021_Human	Proteoglycans in cancer	1/205	6.959084e-02	8.087584e-02	0	0	1.616748e+01	4.308832e+01	PRKACB
KEGG_2021_Human	Rap1 signaling pathway	1/210	7.123492e-02	8.135131e-02	0	0	1.577671e+01	4.167849e+01	CALM1
KEGG_2021_Human	Human immunodeficiency virus 1 infection	1/212	7.189185e-02	8.135131e-02	0	0	1.562559e+01	4.113581e+01	CALM1
KEGG_2021_Human	Lipid and atherosclerosis	1/215	7.287651e-02	8.139454e-02	0	0	1.540421e+01	4.034344e+01	CALM1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	1/219	7.418798e-02	8.179701e-02	0	0	1.511850e+01	3.932554e+01	PRKACB
KEGG_2021_Human	Thermogenesis	1/232	7.843931e-02	8.538963e-02	0	0	1.425830e+01	3.629350e+01	PRKACB
KEGG_2021_Human	Chemical carcinogenesis	1/239	8.072155e-02	8.677567e-02	0	0	1.383403e+01	3.481680e+01	PRKACB
KEGG_2021_Human	Prion disease	1/273	9.173793e-02	9.740077e-02	0	0	1.208395e+01	2.886636e+01	PRKACB
KEGG_2021_Human	MAPK signaling pathway	1/294	9.848548e-02	1.032896e-01	0	0	1.120592e+01	2.597359e+01	PRKACB
KEGG_2021_Human	Human papillomavirus infection	1/331	1.102695e-01	1.142551e-01	0	0	9.930808e+00	2.189572e+01	PRKACB
KEGG_2021_Human	Neuroactive ligand-receptor interaction	1/341	1.134316e-01	1.161324e-01	0	0	9.633824e+00	2.096855e+01	TAC1
KEGG_2021_Human	Alzheimer disease	1/369	1.222343e-01	1.236724e-01	0	0	8.888134e+00	1.868122e+01	CALM1
KEGG_2021_Human	Pathways of neurodegeneration	1/475	1.548838e-01	1.548838e-01	0	0	6.863221e+00	1.280046e+01	CALM1
